[      86ms] [LOG] [CV] loading ./opencv.js @ http://localhost:5173/src/session/store.ts:34
[      93ms] [LOG] [CV] progress fetch started, Content-Length: 4097780 @ http://localhost:5173/src/session/store.ts:59
[     129ms] [LOG] [CV] script loaded, waiting for WASM init… @ http://localhost:5173/src/session/store.ts:39
[     141ms] [LOG] [CV] ready @ http://localhost:5173/src/session/store.ts:42
[   14250ms] [WARNING] Low-confidence digit read in (row=0,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14251ms] [WARNING] Low-confidence digit read in (row=0,col=1) @ http://localhost:5173/src/image/inpImage.ts:295
[   14251ms] [WARNING] Low-confidence digit read in (row=0,col=1) @ http://localhost:5173/src/image/inpImage.ts:295
[   14253ms] [WARNING] Low-confidence digit read in (row=0,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
[   14253ms] [WARNING] Low-confidence digit read in (row=0,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
[   14254ms] [WARNING] Low-confidence digit read in (row=0,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14254ms] [WARNING] Low-confidence digit read in (row=0,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14254ms] [WARNING] Low-confidence digit read in (row=0,col=7) @ http://localhost:5173/src/image/inpImage.ts:295
[   14254ms] [WARNING] Low-confidence digit read in (row=0,col=7) @ http://localhost:5173/src/image/inpImage.ts:295
[   14255ms] [WARNING] Low-confidence digit read in (row=1,col=2) @ http://localhost:5173/src/image/inpImage.ts:295
[   14255ms] [WARNING] Low-confidence digit read in (row=1,col=2) @ http://localhost:5173/src/image/inpImage.ts:295
[   14255ms] [WARNING] Low-confidence digit read in (row=1,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
[   14256ms] [WARNING] Low-confidence digit read in (row=2,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14256ms] [WARNING] Low-confidence digit read in (row=2,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14256ms] [WARNING] Low-confidence digit read in (row=2,col=1) @ http://localhost:5173/src/image/inpImage.ts:295
[   14256ms] [WARNING] Low-confidence digit read in (row=2,col=1) @ http://localhost:5173/src/image/inpImage.ts:295
[   14257ms] [WARNING] Low-confidence digit read in (row=2,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
[   14257ms] [WARNING] Low-confidence digit read in (row=2,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14257ms] [WARNING] Low-confidence digit read in (row=2,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14258ms] [WARNING] Low-confidence digit read in (row=2,col=7) @ http://localhost:5173/src/image/inpImage.ts:295
[   14258ms] [WARNING] Low-confidence digit read in (row=2,col=7) @ http://localhost:5173/src/image/inpImage.ts:295
[   14258ms] [WARNING] Low-confidence digit read in (row=3,col=2) @ http://localhost:5173/src/image/inpImage.ts:295
[   14259ms] [WARNING] Low-confidence digit read in (row=3,col=3) @ http://localhost:5173/src/image/inpImage.ts:295
[   14259ms] [WARNING] Low-confidence digit read in (row=4,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14259ms] [WARNING] Low-confidence digit read in (row=4,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14260ms] [WARNING] Low-confidence digit read in (row=4,col=1) @ http://localhost:5173/src/image/inpImage.ts:295
[   14260ms] [WARNING] Low-confidence digit read in (row=4,col=1) @ http://localhost:5173/src/image/inpImage.ts:295
[   14260ms] [WARNING] Low-confidence digit read in (row=4,col=3) @ http://localhost:5173/src/image/inpImage.ts:295
[   14260ms] [WARNING] Low-confidence digit read in (row=4,col=3) @ http://localhost:5173/src/image/inpImage.ts:295
[   14261ms] [WARNING] Low-confidence digit read in (row=4,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
[   14261ms] [WARNING] Low-confidence digit read in (row=4,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
[   14262ms] [WARNING] Low-confidence digit read in (row=4,col=5) @ http://localhost:5173/src/image/inpImage.ts:295
[   14262ms] [WARNING] Low-confidence digit read in (row=4,col=5) @ http://localhost:5173/src/image/inpImage.ts:295
[   14262ms] [WARNING] Low-confidence digit read in (row=4,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14263ms] [WARNING] Low-confidence digit read in (row=5,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14263ms] [WARNING] Low-confidence digit read in (row=5,col=6) @ http://localhost:5173/src/image/inpImage.ts:295
[   14263ms] [WARNING] Low-confidence digit read in (row=5,col=7) @ http://localhost:5173/src/image/inpImage.ts:295
[   14264ms] [WARNING] Low-confidence digit read in (row=6,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14264ms] [WARNING] Low-confidence digit read in (row=6,col=0) @ http://localhost:5173/src/image/inpImage.ts:295
[   14264ms] [WARNING] Low-confidence digit read in (row=6,col=2) @ http://localhost:5173/src/image/inpImage.ts:295
[   14265ms] [WARNING] Low-confidence digit read in (row=6,col=8) @ http://localhost:5173/src/image/inpImage.ts:295
[   14265ms] [WARNING] Low-confidence digit read in (row=6,col=8) @ http://localhost:5173/src/image/inpImage.ts:295
[   14265ms] [WARNING] Low-confidence digit read in (row=7,col=2) @ http://localhost:5173/src/image/inpImage.ts:295
[   14265ms] [WARNING] Low-confidence digit read in (row=7,col=4) @ http://localhost:5173/src/image/inpImage.ts:295
